ErrorBase,RunNumber,ErrorPercent,Label,ROC_AUC
70,1,1.0,0.7,0.918008686465
70,2,1.0,0.7,0.936693741768
70,3,1.0,0.7,0.937796371566
70,4,1.0,0.7,0.931610452273
70,5,1.0,0.7,0.923878605051
